,id,date,store_nbr,family,sales,onpromotion
24952,24952,2013-01-15,1,BOOKS,0.0,0
26730,26730,2013-01-16,1,AUTOMOTIVE,1.0,0
26731,26731,2013-01-16,1,BABY CARE,0.0,0
26732,26732,2013-01-16,1,BEAUTY,2.0,0
26733,26733,2013-01-16,1,BEVERAGES,1043.0,0
26734,26734,2013-01-16,1,BOOKS,0.0,0
28512,28512,2013-01-17,1,AUTOMOTIVE,1.0,0
28513,28513,2013-01-17,1,BABY CARE,0.0,0
28514,28514,2013-01-17,1,BEAUTY,2.0,0
28515,28515,2013-01-17,1,BEVERAGES,898.0,0
28516,28516,2013-01-17,1,BOOKS,0.0,0
30294,30294,2013-01-18,1,AUTOMOTIVE,0.0,0
30295,30295,2013-01-18,1,BABY CARE,0.0,0
30296,30296,2013-01-18,1,BEAUTY,4.0,0
30297,30297,2013-01-18,1,BEVERAGES,1130.0,0
30298,30298,2013-01-18,1,BOOKS,0.0,0
32076,32076,2013-01-19,1,AUTOMOTIVE,5.0,0
32077,32077,2013-01-19,1,BABY CARE,0.0,0
32078,32078,2013-01-19,1,BEAUTY,4.0,0
32079,32079,2013-01-19,1,BEVERAGES,1280.0,0
32080,32080,2013-01-19,1,BOOKS,0.0,0
33858,33858,2013-01-20,1,AUTOMOTIVE,3.0,0
33859,33859,2013-01-20,1,BABY CARE,0.0,0
33860,33860,2013-01-20,1,BEAUTY,1.0,0
33861,33861,2013-01-20,1,BEVERAGES,453.0,0
33862,33862,2013-01-20,1,BOOKS,0.0,0
35640,35640,2013-01-21,1,AUTOMOTIVE,1.0,0
35641,35641,2013-01-21,1,BABY CARE,0.0,0
35642,35642,2013-01-21,1,BEAUTY,0.0,0
35643,35643,2013-01-21,1,BEVERAGES,1104.0,0
35644,35644,2013-01-21,1,BOOKS,0.0,0
37422,37422,2013-01-22,1,AUTOMOTIVE,1.0,0
37423,37423,2013-01-22,1,BABY CARE,0.0,0
37424,37424,2013-01-22,1,BEAUTY,1.0,0
37425,37425,2013-01-22,1,BEVERAGES,1037.0,0
37426,37426,2013-01-22,1,BOOKS,0.0,0
39204,39204,2013-01-23,1,AUTOMOTIVE,3.0,0
39205,39205,2013-01-23,1,BABY CARE,0.0,0
39206,39206,2013-01-23,1,BEAUTY,0.0,0
39207,39207,2013-01-23,1,BEVERAGES,1052.0,0
39208,39208,2013-01-23,1,BOOKS,0.0,0
40986,40986,2013-01-24,1,AUTOMOTIVE,0.0,0
40987,40987,2013-01-24,1,BABY CARE,0.0,0
40988,40988,2013-01-24,1,BEAUTY,0.0,0
40989,40989,2013-01-24,1,BEVERAGES,846.0,0
40990,40990,2013-01-24,1,BOOKS,0.0,0
42768,42768,2013-01-25,1,AUTOMOTIVE,5.0,0
42769,42769,2013-01-25,1,BABY CARE,0.0,0
42770,42770,2013-01-25,1,BEAUTY,2.0,0
42771,42771,2013-01-25,1,BEVERAGES,1103.0,0
42772,42772,2013-01-25,1,BOOKS,0.0,0
44550,44550,2013-01-26,1,AUTOMOTIVE,4.0,0
44551,44551,2013-01-26,1,BABY CARE,0.0,0
44552,44552,2013-01-26,1,BEAUTY,1.0,0
44553,44553,2013-01-26,1,BEVERAGES,965.0,0
44554,44554,2013-01-26,1,BOOKS,0.0,0
46332,46332,2013-01-27,1,AUTOMOTIVE,2.0,0
46333,46333,2013-01-27,1,BABY CARE,0.0,0
46334,46334,2013-01-27,1,BEAUTY,0.0,0
46335,46335,2013-01-27,1,BEVERAGES,417.0,0
46336,46336,2013-01-27,1,BOOKS,0.0,0
48114,48114,2013-01-28,1,AUTOMOTIVE,3.0,0
48115,48115,2013-01-28,1,BABY CARE,0.0,0
48116,48116,2013-01-28,1,BEAUTY,0.0,0
48117,48117,2013-01-28,1,BEVERAGES,772.0,0
48118,48118,2013-01-28,1,BOOKS,0.0,0
49896,49896,2013-01-29,1,AUTOMOTIVE,2.0,0
49897,49897,2013-01-29,1,BABY CARE,0.0,0
49898,49898,2013-01-29,1,BEAUTY,3.0,0
49899,49899,2013-01-29,1,BEVERAGES,932.0,0
49900,49900,2013-01-29,1,BOOKS,0.0,0
51678,51678,2013-01-30,1,AUTOMOTIVE,6.0,0
51679,51679,2013-01-30,1,BABY CARE,0.0,0
51680,51680,2013-01-30,1,BEAUTY,3.0,0
51681,51681,2013-01-30,1,BEVERAGES,1031.0,0
51682,51682,2013-01-30,1,BOOKS,0.0,0
53460,53460,2013-01-31,1,AUTOMOTIVE,0.0,0
53461,53461,2013-01-31,1,BABY CARE,0.0,0
53462,53462,2013-01-31,1,BEAUTY,2.0,0
53463,53463,2013-01-31,1,BEVERAGES,889.0,0
53464,53464,2013-01-31,1,BOOKS,0.0,0
55242,55242,2013-02-01,1,AUTOMOTIVE,3.0,0
55243,55243,2013-02-01,1,BABY CARE,0.0,0
55244,55244,2013-02-01,1,BEAUTY,0.0,0
55245,55245,2013-02-01,1,BEVERAGES,941.0,0
55246,55246,2013-02-01,1,BOOKS,0.0,0
57024,57024,2013-02-02,1,AUTOMOTIVE,0.0,0
57025,57025,2013-02-02,1,BABY CARE,0.0,0
57026,57026,2013-02-02,1,BEAUTY,4.0,0
57027,57027,2013-02-02,1,BEVERAGES,1005.0,0
57028,57028,2013-02-02,1,BOOKS,0.0,0
58806,58806,2013-02-03,1,AUTOMOTIVE,0.0,0
58807,58807,2013-02-03,1,BABY CARE,0.0,0
58808,58808,2013-02-03,1,BEAUTY,3.0,0
58809,58809,2013-02-03,1,BEVERAGES,442.0,0
58810,58810,2013-02-03,1,BOOKS,0.0,0
60588,60588,2013-02-04,1,AUTOMOTIVE,5.0,0
60589,60589,2013-02-04,1,BABY CARE,0.0,0
60590,60590,2013-02-04,1,BEAUTY,0.0,0
60591,60591,2013-02-04,1,BEVERAGES,775.0,0
60592,60592,2013-02-04,1,BOOKS,0.0,0
62370,62370,2013-02-05,1,AUTOMOTIVE,0.0,0
62371,62371,2013-02-05,1,BABY CARE,0.0,0
62372,62372,2013-02-05,1,BEAUTY,3.0,0
62373,62373,2013-02-05,1,BEVERAGES,794.0,0
62374,62374,2013-02-05,1,BOOKS,0.0,0
64152,64152,2013-02-06,1,AUTOMOTIVE,1.0,0
64153,64153,2013-02-06,1,BABY CARE,0.0,0
64154,64154,2013-02-06,1,BEAUTY,3.0,0
64155,64155,2013-02-06,1,BEVERAGES,923.0,0
64156,64156,2013-02-06,1,BOOKS,0.0,0
65934,65934,2013-02-07,1,AUTOMOTIVE,1.0,0
65935,65935,2013-02-07,1,BABY CARE,0.0,0
65936,65936,2013-02-07,1,BEAUTY,1.0,0
65937,65937,2013-02-07,1,BEVERAGES,794.0,0
65938,65938,2013-02-07,1,BOOKS,0.0,0
67716,67716,2013-02-08,1,AUTOMOTIVE,2.0,0
67717,67717,2013-02-08,1,BABY CARE,0.0,0
67718,67718,2013-02-08,1,BEAUTY,2.0,0
67719,67719,2013-02-08,1,BEVERAGES,949.0,0
67720,67720,2013-02-08,1,BOOKS,0.0,0
69498,69498,2013-02-09,1,AUTOMOTIVE,4.0,0
69499,69499,2013-02-09,1,BABY CARE,0.0,0
69500,69500,2013-02-09,1,BEAUTY,4.0,0
69501,69501,2013-02-09,1,BEVERAGES,783.0,0
69502,69502,2013-02-09,1,BOOKS,0.0,0
71280,71280,2013-02-10,1,AUTOMOTIVE,1.0,0
71281,71281,2013-02-10,1,BABY CARE,0.0,0
71282,71282,2013-02-10,1,BEAUTY,0.0,0
71283,71283,2013-02-10,1,BEVERAGES,185.0,0
71284,71284,2013-02-10,1,BOOKS,0.0,0
73062,73062,2013-02-11,1,AUTOMOTIVE,0.0,0
73063,73063,2013-02-11,1,BABY CARE,0.0,0
73064,73064,2013-02-11,1,BEAUTY,0.0,0
73065,73065,2013-02-11,1,BEVERAGES,172.0,0
73066,73066,2013-02-11,1,BOOKS,0.0,0
74844,74844,2013-02-12,1,AUTOMOTIVE,0.0,0
74845,74845,2013-02-12,1,BABY CARE,0.0,0
74846,74846,2013-02-12,1,BEAUTY,0.0,0
74847,74847,2013-02-12,1,BEVERAGES,280.0,0
74848,74848,2013-02-12,1,BOOKS,0.0,0
76626,76626,2013-02-13,1,AUTOMOTIVE,0.0,0
76627,76627,2013-02-13,1,BABY CARE,0.0,0
76628,76628,2013-02-13,1,BEAUTY,2.0,0
76629,76629,2013-02-13,1,BEVERAGES,823.0,0
76630,76630,2013-02-13,1,BOOKS,0.0,0
78408,78408,2013-02-14,1,AUTOMOTIVE,0.0,0
78409,78409,2013-02-14,1,BABY CARE,0.0,0
78410,78410,2013-02-14,1,BEAUTY,1.0,0
78411,78411,2013-02-14,1,BEVERAGES,728.0,0
78412,78412,2013-02-14,1,BOOKS,0.0,0
80190,80190,2013-02-15,1,AUTOMOTIVE,0.0,0
80191,80191,2013-02-15,1,BABY CARE,0.0,0
80192,80192,2013-02-15,1,BEAUTY,1.0,0
80193,80193,2013-02-15,1,BEVERAGES,905.0,0
80194,80194,2013-02-15,1,BOOKS,0.0,0
81972,81972,2013-02-16,1,AUTOMOTIVE,1.0,0
81973,81973,2013-02-16,1,BABY CARE,0.0,0
81974,81974,2013-02-16,1,BEAUTY,2.0,0
81975,81975,2013-02-16,1,BEVERAGES,989.0,0
81976,81976,2013-02-16,1,BOOKS,0.0,0
83754,83754,2013-02-17,1,AUTOMOTIVE,1.0,0
83755,83755,2013-02-17,1,BABY CARE,0.0,0
83756,83756,2013-02-17,1,BEAUTY,1.0,0
83757,83757,2013-02-17,1,BEVERAGES,299.0,0
83758,83758,2013-02-17,1,BOOKS,0.0,0
85536,85536,2013-02-18,1,AUTOMOTIVE,2.0,0
85537,85537,2013-02-18,1,BABY CARE,0.0,0
85538,85538,2013-02-18,1,BEAUTY,1.0,0
85539,85539,2013-02-18,1,BEVERAGES,933.0,0
85540,85540,2013-02-18,1,BOOKS,0.0,0
87318,87318,2013-02-19,1,AUTOMOTIVE,4.0,0
87319,87319,2013-02-19,1,BABY CARE,0.0,0
87320,87320,2013-02-19,1,BEAUTY,1.0,0
87321,87321,2013-02-19,1,BEVERAGES,852.0,0
87322,87322,2013-02-19,1,BOOKS,0.0,0
89100,89100,2013-02-20,1,AUTOMOTIVE,2.0,0
89101,89101,2013-02-20,1,BABY CARE,0.0,0
89102,89102,2013-02-20,1,BEAUTY,5.0,0
89103,89103,2013-02-20,1,BEVERAGES,882.0,0
89104,89104,2013-02-20,1,BOOKS,0.0,0
90882,90882,2013-02-21,1,AUTOMOTIVE,1.0,0
90883,90883,2013-02-21,1,BABY CARE,0.0,0
90884,90884,2013-02-21,1,BEAUTY,4.0,0
90885,90885,2013-02-21,1,BEVERAGES,910.0,0
90886,90886,2013-02-21,1,BOOKS,0.0,0
92664,92664,2013-02-22,1,AUTOMOTIVE,2.0,0
92665,92665,2013-02-22,1,BABY CARE,0.0,0
92666,92666,2013-02-22,1,BEAUTY,1.0,0
92667,92667,2013-02-22,1,BEVERAGES,959.0,0
92668,92668,2013-02-22,1,BOOKS,0.0,0
94446,94446,2013-02-23,1,AUTOMOTIVE,4.0,0
94447,94447,2013-02-23,1,BABY CARE,0.0,0
94448,94448,2013-02-23,1,BEAUTY,0.0,0
94449,94449,2013-02-23,1,BEVERAGES,1000.0,0
94450,94450,2013-02-23,1,BOOKS,0.0,0
96228,96228,2013-02-24,1,AUTOMOTIVE,0.0,0
96229,96229,2013-02-24,1,BABY CARE,0.0,0
96230,96230,2013-02-24,1,BEAUTY,0.0,0
96231,96231,2013-02-24,1,BEVERAGES,439.0,0
96232,96232,2013-02-24,1,BOOKS,0.0,0
98010,98010,2013-02-25,1,AUTOMOTIVE,1.0,0
98011,98011,2013-02-25,1,BABY CARE,0.0,0
98012,98012,2013-02-25,1,BEAUTY,0.0,0
98013,98013,2013-02-25,1,BEVERAGES,851.0,0
98014,98014,2013-02-25,1,BOOKS,0.0,0
99792,99792,2013-02-26,1,AUTOMOTIVE,0.0,0
99793,99793,2013-02-26,1,BABY CARE,0.0,0
99794,99794,2013-02-26,1,BEAUTY,1.0,0
99795,99795,2013-02-26,1,BEVERAGES,787.0,0
99796,99796,2013-02-26,1,BOOKS,0.0,0
101574,101574,2013-02-27,1,AUTOMOTIVE,2.0,0
101575,101575,2013-02-27,1,BABY CARE,0.0,0
101576,101576,2013-02-27,1,BEAUTY,0.0,0
101577,101577,2013-02-27,1,BEVERAGES,962.0,0
101578,101578,2013-02-27,1,BOOKS,0.0,0
103356,103356,2013-02-28,1,AUTOMOTIVE,1.0,0
103357,103357,2013-02-28,1,BABY CARE,0.0,0
103358,103358,2013-02-28,1,BEAUTY,6.0,0
103359,103359,2013-02-28,1,BEVERAGES,960.0,0
103360,103360,2013-02-28,1,BOOKS,0.0,0
105138,105138,2013-03-01,1,AUTOMOTIVE,2.0,0
105139,105139,2013-03-01,1,BABY CARE,0.0,0
105140,105140,2013-03-01,1,BEAUTY,3.0,0
105141,105141,2013-03-01,1,BEVERAGES,911.0,0
105142,105142,2013-03-01,1,BOOKS,0.0,0
106920,106920,2013-03-02,1,AUTOMOTIVE,1.0,0
106921,106921,2013-03-02,1,BABY CARE,0.0,0
106922,106922,2013-03-02,1,BEAUTY,0.0,0
106923,106923,2013-03-02,1,BEVERAGES,1221.0,0
106924,106924,2013-03-02,1,BOOKS,0.0,0
108702,108702,2013-03-03,1,AUTOMOTIVE,2.0,0
108703,108703,2013-03-03,1,BABY CARE,0.0,0
108704,108704,2013-03-03,1,BEAUTY,0.0,0
108705,108705,2013-03-03,1,BEVERAGES,372.0,0
108706,108706,2013-03-03,1,BOOKS,0.0,0
110484,110484,2013-03-04,1,AUTOMOTIVE,5.0,0
110485,110485,2013-03-04,1,BABY CARE,0.0,0
110486,110486,2013-03-04,1,BEAUTY,0.0,0
110487,110487,2013-03-04,1,BEVERAGES,1037.0,0
110488,110488,2013-03-04,1,BOOKS,0.0,0
112266,112266,2013-03-05,1,AUTOMOTIVE,0.0,0
112267,112267,2013-03-05,1,BABY CARE,0.0,0
112268,112268,2013-03-05,1,BEAUTY,5.0,0
112269,112269,2013-03-05,1,BEVERAGES,780.0,0
112270,112270,2013-03-05,1,BOOKS,0.0,0
114048,114048,2013-03-06,1,AUTOMOTIVE,0.0,0
114049,114049,2013-03-06,1,BABY CARE,0.0,0
114050,114050,2013-03-06,1,BEAUTY,5.0,0
114051,114051,2013-03-06,1,BEVERAGES,1069.0,0
114052,114052,2013-03-06,1,BOOKS,0.0,0
115830,115830,2013-03-07,1,AUTOMOTIVE,0.0,0
115831,115831,2013-03-07,1,BABY CARE,0.0,0
115832,115832,2013-03-07,1,BEAUTY,0.0,0
115833,115833,2013-03-07,1,BEVERAGES,1094.0,0
115834,115834,2013-03-07,1,BOOKS,0.0,0
117612,117612,2013-03-08,1,AUTOMOTIVE,0.0,0
117613,117613,2013-03-08,1,BABY CARE,0.0,0
117614,117614,2013-03-08,1,BEAUTY,1.0,0
117615,117615,2013-03-08,1,BEVERAGES,1186.0,0
117616,117616,2013-03-08,1,BOOKS,0.0,0
119394,119394,2013-03-09,1,AUTOMOTIVE,2.0,0
119395,119395,2013-03-09,1,BABY CARE,0.0,0
119396,119396,2013-03-09,1,BEAUTY,1.0,0
119397,119397,2013-03-09,1,BEVERAGES,1089.0,0
119398,119398,2013-03-09,1,BOOKS,0.0,0
121176,121176,2013-03-10,1,AUTOMOTIVE,0.0,0
121177,121177,2013-03-10,1,BABY CARE,0.0,0
121178,121178,2013-03-10,1,BEAUTY,0.0,0
121179,121179,2013-03-10,1,BEVERAGES,548.0,0
121180,121180,2013-03-10,1,BOOKS,0.0,0
122958,122958,2013-03-11,1,AUTOMOTIVE,2.0,0
122959,122959,2013-03-11,1,BABY CARE,0.0,0
122960,122960,2013-03-11,1,BEAUTY,0.0,0
122961,122961,2013-03-11,1,BEVERAGES,1072.0,0
122962,122962,2013-03-11,1,BOOKS,0.0,0
124740,124740,2013-03-12,1,AUTOMOTIVE,5.0,0
124741,124741,2013-03-12,1,BABY CARE,0.0,0
124742,124742,2013-03-12,1,BEAUTY,1.0,0
124743,124743,2013-03-12,1,BEVERAGES,833.0,0
124744,124744,2013-03-12,1,BOOKS,0.0,0
126522,126522,2013-03-13,1,AUTOMOTIVE,2.0,0
126523,126523,2013-03-13,1,BABY CARE,0.0,0
126524,126524,2013-03-13,1,BEAUTY,5.0,0
126525,126525,2013-03-13,1,BEVERAGES,1078.0,0
126526,126526,2013-03-13,1,BOOKS,0.0,0
128304,128304,2013-03-14,1,AUTOMOTIVE,3.0,0
128305,128305,2013-03-14,1,BABY CARE,0.0,0
128306,128306,2013-03-14,1,BEAUTY,3.0,0
128307,128307,2013-03-14,1,BEVERAGES,753.0,0
128308,128308,2013-03-14,1,BOOKS,0.0,0
130086,130086,2013-03-15,1,AUTOMOTIVE,3.0,0
130087,130087,2013-03-15,1,BABY CARE,0.0,0
130088,130088,2013-03-15,1,BEAUTY,1.0,0
130089,130089,2013-03-15,1,BEVERAGES,967.0,0
130090,130090,2013-03-15,1,BOOKS,0.0,0
131868,131868,2013-03-16,1,AUTOMOTIVE,1.0,0
131869,131869,2013-03-16,1,BABY CARE,0.0,0
131870,131870,2013-03-16,1,BEAUTY,2.0,0
131871,131871,2013-03-16,1,BEVERAGES,1092.0,0
131872,131872,2013-03-16,1,BOOKS,0.0,0
133650,133650,2013-03-17,1,AUTOMOTIVE,1.0,0
133651,133651,2013-03-17,1,BABY CARE,0.0,0
133652,133652,2013-03-17,1,BEAUTY,1.0,0
133653,133653,2013-03-17,1,BEVERAGES,466.0,0
133654,133654,2013-03-17,1,BOOKS,0.0,0
135432,135432,2013-03-18,1,AUTOMOTIVE,4.0,0
135433,135433,2013-03-18,1,BABY CARE,0.0,0
135434,135434,2013-03-18,1,BEAUTY,3.0,0
135435,135435,2013-03-18,1,BEVERAGES,772.0,0
135436,135436,2013-03-18,1,BOOKS,0.0,0
137214,137214,2013-03-19,1,AUTOMOTIVE,1.0,0
137215,137215,2013-03-19,1,BABY CARE,0.0,0
137216,137216,2013-03-19,1,BEAUTY,1.0,0
137217,137217,2013-03-19,1,BEVERAGES,836.0,0
137218,137218,2013-03-19,1,BOOKS,0.0,0
138996,138996,2013-03-20,1,AUTOMOTIVE,0.0,0
138997,138997,2013-03-20,1,BABY CARE,0.0,0
138998,138998,2013-03-20,1,BEAUTY,4.0,0
138999,138999,2013-03-20,1,BEVERAGES,1059.0,0
139000,139000,2013-03-20,1,BOOKS,0.0,0
140778,140778,2013-03-21,1,AUTOMOTIVE,1.0,0
140779,140779,2013-03-21,1,BABY CARE,0.0,0
140780,140780,2013-03-21,1,BEAUTY,2.0,0
140781,140781,2013-03-21,1,BEVERAGES,756.0,0
140782,140782,2013-03-21,1,BOOKS,0.0,0
142560,142560,2013-03-22,1,AUTOMOTIVE,0.0,0
142561,142561,2013-03-22,1,BABY CARE,0.0,0
142562,142562,2013-03-22,1,BEAUTY,1.0,0
142563,142563,2013-03-22,1,BEVERAGES,842.0,0
142564,142564,2013-03-22,1,BOOKS,0.0,0
144342,144342,2013-03-23,1,AUTOMOTIVE,0.0,0
144343,144343,2013-03-23,1,BABY CARE,0.0,0
144344,144344,2013-03-23,1,BEAUTY,1.0,0
144345,144345,2013-03-23,1,BEVERAGES,985.0,0
144346,144346,2013-03-23,1,BOOKS,0.0,0
146124,146124,2013-03-24,1,AUTOMOTIVE,1.0,0
146125,146125,2013-03-24,1,BABY CARE,0.0,0
146126,146126,2013-03-24,1,BEAUTY,2.0,0
146127,146127,2013-03-24,1,BEVERAGES,390.0,0
146128,146128,2013-03-24,1,BOOKS,0.0,0
147906,147906,2013-03-25,1,AUTOMOTIVE,4.0,0
147907,147907,2013-03-25,1,BABY CARE,0.0,0
147908,147908,2013-03-25,1,BEAUTY,2.0,0
147909,147909,2013-03-25,1,BEVERAGES,856.0,0
147910,147910,2013-03-25,1,BOOKS,0.0,0
149688,149688,2013-03-26,1,AUTOMOTIVE,10.0,0
149689,149689,2013-03-26,1,BABY CARE,0.0,0
149690,149690,2013-03-26,1,BEAUTY,2.0,0
149691,149691,2013-03-26,1,BEVERAGES,788.0,0
149692,149692,2013-03-26,1,BOOKS,0.0,0
151470,151470,2013-03-27,1,AUTOMOTIVE,3.0,0
151471,151471,2013-03-27,1,BABY CARE,0.0,0
151472,151472,2013-03-27,1,BEAUTY,2.0,0
151473,151473,2013-03-27,1,BEVERAGES,1198.0,0
151474,151474,2013-03-27,1,BOOKS,0.0,0
153252,153252,2013-03-28,1,AUTOMOTIVE,2.0,0
153253,153253,2013-03-28,1,BABY CARE,0.0,0
153254,153254,2013-03-28,1,BEAUTY,0.0,0
153255,153255,2013-03-28,1,BEVERAGES,1043.0,0
153256,153256,2013-03-28,1,BOOKS,0.0,0
155034,155034,2013-03-29,1,AUTOMOTIVE,1.0,0
155035,155035,2013-03-29,1,BABY CARE,0.0,0
155036,155036,2013-03-29,1,BEAUTY,0.0,0
155037,155037,2013-03-29,1,BEVERAGES,280.0,0
155038,155038,2013-03-29,1,BOOKS,0.0,0
156816,156816,2013-03-30,1,AUTOMOTIVE,2.0,0
156817,156817,2013-03-30,1,BABY CARE,0.0,0
156818,156818,2013-03-30,1,BEAUTY,4.0,0
156819,156819,2013-03-30,1,BEVERAGES,787.0,0
156820,156820,2013-03-30,1,BOOKS,0.0,0
158598,158598,2013-03-31,1,AUTOMOTIVE,1.0,0
158599,158599,2013-03-31,1,BABY CARE,0.0,0
158600,158600,2013-03-31,1,BEAUTY,1.0,0
158601,158601,2013-03-31,1,BEVERAGES,400.0,0
158602,158602,2013-03-31,1,BOOKS,0.0,0
160380,160380,2013-04-01,1,AUTOMOTIVE,0.0,0
160381,160381,2013-04-01,1,BABY CARE,0.0,0
160382,160382,2013-04-01,1,BEAUTY,1.0,0
160383,160383,2013-04-01,1,BEVERAGES,931.0,0
160384,160384,2013-04-01,1,BOOKS,0.0,0
162162,162162,2013-04-02,1,AUTOMOTIVE,7.0,0
162163,162163,2013-04-02,1,BABY CARE,0.0,0
162164,162164,2013-04-02,1,BEAUTY,2.0,0
162165,162165,2013-04-02,1,BEVERAGES,1083.0,0
162166,162166,2013-04-02,1,BOOKS,0.0,0
163944,163944,2013-04-03,1,AUTOMOTIVE,4.0,0
163945,163945,2013-04-03,1,BABY CARE,0.0,0
163946,163946,2013-04-03,1,BEAUTY,1.0,0
163947,163947,2013-04-03,1,BEVERAGES,1082.0,0
163948,163948,2013-04-03,1,BOOKS,0.0,0
165726,165726,2013-04-04,1,AUTOMOTIVE,0.0,0
165727,165727,2013-04-04,1,BABY CARE,0.0,0
165728,165728,2013-04-04,1,BEAUTY,5.0,0
165729,165729,2013-04-04,1,BEVERAGES,809.0,0
165730,165730,2013-04-04,1,BOOKS,0.0,0
167508,167508,2013-04-05,1,AUTOMOTIVE,2.0,0
167509,167509,2013-04-05,1,BABY CARE,0.0,0
167510,167510,2013-04-05,1,BEAUTY,2.0,0
167511,167511,2013-04-05,1,BEVERAGES,1025.0,0
167512,167512,2013-04-05,1,BOOKS,0.0,0
169290,169290,2013-04-06,1,AUTOMOTIVE,2.0,0
169291,169291,2013-04-06,1,BABY CARE,0.0,0
169292,169292,2013-04-06,1,BEAUTY,3.0,0
169293,169293,2013-04-06,1,BEVERAGES,1053.0,0
169294,169294,2013-04-06,1,BOOKS,0.0,0
171072,171072,2013-04-07,1,AUTOMOTIVE,0.0,0
171073,171073,2013-04-07,1,BABY CARE,0.0,0
171074,171074,2013-04-07,1,BEAUTY,0.0,0
